#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
house_motto_01;House Motto;;;;;;;;;x
house_motto_01_modifier;"Righteous in duty";;;;;;;;;x
house_motto_02;House Motto;;;;;;;;;x
house_motto_02_modifier;"Truth sets us free";;;;;;;;;x
house_motto_03;House Motto;;;;;;;;;x
house_motto_03_modifier;"None shall be left behind";;;;;;;;;x
house_motto_04;House Motto;;;;;;;;;x
house_motto_04_modifier;"Fruits of our labor";;;;;;;;;x
house_motto_05;House Motto;;;;;;;;;x
house_motto_05_modifier;"Eternal and just";;;;;;;;;x
house_motto_06;House Motto;;;;;;;;;x
house_motto_06_modifier;"Faith carries us, faith protects us";;;;;;;;;x
house_motto_07;House Motto;;;;;;;;;x
house_motto_07_modifier;"Truth prevails above all";;;;;;;;;x
house_motto_08;House Motto;;;;;;;;;x
house_motto_08_modifier;"We rule, we conquer";;;;;;;;;x
house_motto_09;House Motto;;;;;;;;;x
house_motto_09_modifier;"All good comes from above";;;;;;;;;x
house_motto_10;House Motto;;;;;;;;;x
house_motto_10_modifier;"Prepared for all";;;;;;;;;x
house_motto_11;House Motto;;;;;;;;;x
house_motto_11_modifier;"Bound by chains, but now we are free";;;;;;;;;x
house_motto_12;House Motto;;;;;;;;;x
house_motto_12_modifier;"Love of the people, strength of the nation";;;;;;;;;x
house_motto_13;House Motto;;;;;;;;;x
house_motto_13_modifier;"In spirit and truth";;;;;;;;;x
house_motto_14;House Motto;;;;;;;;;x
house_motto_14_modifier;"Many skills, many virtues";;;;;;;;;x
house_motto_15;House Motto;;;;;;;;;x
house_motto_15_modifier;"All is good to those of pure hearts";;;;;;;;;x
house_motto_16;House Motto;;;;;;;;;x
house_motto_16_modifier;"Steadfast in duty";;;;;;;;;x
house_motto_17;House Motto;;;;;;;;;x
house_motto_17_modifier;"We were, we are, we will be";;;;;;;;;x
house_motto_18;House Motto;;;;;;;;;x
house_motto_18_modifier;"Fighting forever for honor and truth";;;;;;;;;x
house_motto_19;House Motto;;;;;;;;;x
