#ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESCMC0002;The people of Burgundy, having separated themselves from the majority of the French and Occitan peoples, have adopted their own culture. From this day until their last they will be known as the Burgundian people!;;;;;;;;;x
EVTDESCMC0003;The people of Tuscany, having separated themselves from the majority of the Italian peoples, have adopted their own culture. From this day until their last they will be known as the Tuscan people!;;;;;;;;;x
EVTDESCMC0004;The people of Genoa, having separated themselves from the majority of the Italian peoples, have adopted their own culture. From this day until their last they will be known as the Ligurian people!;;;;;;;;;x
EVTDESCMC0005;The people of Sicily, having separated themselves from the majority of the Italian peoples, have adopted their own culture. From this day until their last they will be known as the Sicilian people!;;;;;;;;;x
EVTDESCMC0006;The people of Venice, having separated themselves from the majority of the Italian peoples, have adopted their own culture. From this day until their last they will be known as the Venetian people!;;;;;;;;;x
EVTDESCMC0007;The people of Naples, having separated themselves from the majority of the Italian peoples, have adopted their own culture. From this day until their last they will be known as the Neapolitan people!;;;;;;;;;x
EVTDESCMC0008;The people of Susa, having separated themselves from the majority of the Italian peoples, have adopted their own culture. From this day until their last they will be known as the Piedmontese people!;;;;;;;;;x
EVTDESCMC0009;The people of Ferrara, having separated themselves from the majority of the Italian peoples, have adopted their own culture. From this day until their last they will be known as the Romagnan people!;;;;;;;;;x
EVTDESCMC0010;The people of Sardinia, having separated themselves from the majority of the Italian peoples, have adopted their own culture. From this day until their last they will be known as the Sardinian people!;;;;;;;;;x
EVTDESCMC0011;The people of Ancona, having separated themselves from the majority of the Italian peoples, have adopted their own culture. From this day until their last they will be known as the Umbrian people!;;;;;;;;;x
EVTDESCMC0012;The people of Aragon, having separated themselves from the majority of the Castillian peoples, have adopted their own culture. From this day until their last they will be known as the Aragonese people!;;;;;;;;;x
EVTDESCMC0013;The people of Galicia, having separated themselves from the majority of the Castillian and Portuguese peoples, have adopted their own culture. From this day until their last they will be known as the Galician people!;;;;;;;;;x
EVTDESCMC0014;The people of Leon, having separated themselves from the majority of the Castillian peoples, have adopted their own culture. From this day until their last they will be known as the Leonese people!;;;;;;;;;x
EVTDESCMC0015;The people of Lombardy, having separated themselves from the majority of the Italian peoples, have adopted their own culture. From this day until their last they will be known as the Lombard people!;;;;;;;;;x
EVTDESCMC0016;The people of Gascogne, having separated themselves from the majority of the Occitan peoples, have adopted their own culture. From this day until their last they will be known as the Gascon people!;;;;;;;;;x
EVTDESCMC0017;The people of Silesia, having separated themselves from the majority of the Polish peoples, have adopted their own culture. From this day until their last they will be known as the Silesian people!;;;;;;;;;x
