chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;x
han;Han;Han;Han;Han;Han;Han;Han;Han;Han;Han;Han;Han;Han;x
e_china;The Middle Kindom;The Middle Kindom;The Middle Kindom;The Middle Kindom;The Middle Kindom;The Middle Kindom;The Middle Kindom;The Middle Kindom;The Middle Kindom;The Middle Kindom;The Middle Kindom;The Middle Kindom;The Middle Kindom;x
e_china_adj;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;x
TANG_DYNASTY;Tang;Tang;Tang;Tang;Tang;Tang;Tang;Tang;Tang;Tang;Tang;Tang;Tang;x
TANG_DYNASTY_ADJ;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;x
ZHOU_DYNASTY;Zhou;Zhou;Zhou;Zhou;Zhou;Zhou;Zhou;Zhou;Zhou;Zhou;Zhou;Zhou;Zhou;x
ZHOU_DYNASTY_ADJ;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;x
SONG_DYNASTY;Song;Song;Song;Song;Song;Song;Song;Song;Song;Song;Song;Song;Song;x
SONG_DYNASTY_ADJ;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;x
YUAN_DYNASTY;Yuan;Yuan;Yuan;Yuan;Yuan;Yuan;Yuan;Yuan;Yuan;Yuan;Yuan;Yuan;Yuan;x
YUAN_DYNASTY_ADJ;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;Chinese;x
k_ze;Qi;Qi;Qi;Qi;Qi;Qi;Qi;Qi;Qi;Qi;Qi;Qi;Qi;x
d_cricheng;Ziqing;Ziqing;Ziqing;Ziqing;Ziqing;Ziqing;Ziqing;Ziqing;Ziqing;Ziqing;Ziqing;Ziqing;Ziqing;x
c_ze;Qi;Qi;Qi;Qi;Qi;Qi;Qi;Qi;Qi;Qi;Qi;Qi;Qi;x
b_lekzjeng;Licheng;Licheng;Licheng;Licheng;Licheng;Licheng;Licheng;Licheng;Licheng;Licheng;Licheng;Licheng;Licheng;x
