#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#
#
#
#########ARTIFACT SLOTS <--------------------------------------------------------------------------- <-------------------------------------------------------------------------------------
girdle_book;Girdle Book;;;;;;;;;;;;;x
battle_standard;Battle Standard;;;;;;;;;;;;;x
#
#
#
#########RANDOM
aesops_fables;Fables of Aesop;;;;;;;;;;;;;x
aesops_fables_desc;A collection of fables attributed to a Greek slave and storyteller who lived in the sixth or seventh century before Christ.;;;;;;;;;;;;;x
lais_marie_de_france;Lais of Marie de France;;;;;;;;;;;;;x
lais_marie_de_france_desc;A collection of twelve poetic lais written - in late twelfth century England - for entertainment and moral instruction.;;;;;;;;;;;;;x
on_the_things_of_wars;On the Things of War;;;;;;;;;;;;;x
on_the_things_of_wars_desc;On the Things of War - De rebus bellicis - is a work from the fourth or fifth century exploring possible remedies for the problems afflicting the Roman Empire.;;;;;;;;;;;;;x
sum_of_logic;Sum of Logic;Summa Logicae;Summa Logicae;;Summa Logicae;;;;;;;;;x
sum_of_logic_desc;A textbook on logic by William of Ockham written in 1323.;;;;;;;;;;;;;x
testament_solomon;Testament of Solomon;;;;;;;;;;;;;x
testament_solomon_desc; A magical grimoire of uncertain date and origin.;;;;;;;;;;;;;x
book_of_monsters;The Book of Monsters of Various Kinds;Liber Monstrorum;Liber Monstrorum;;Liber Monstrorum;;;;;;;;;x
book_of_monsters_desc; A beastiary drawing from both Christian and Norse Pagan tradition.;;;;;;;;;;;;;x
song_of_william;Song of William;Chanson de Guillaume;Wilhelmslied;;La canción de Guillaume;;;;;;;;;x
song_of_william_desc;A poetic work based on the martial exploits of Guillaume - Duke of Toulouse - composed centuries after his death.;;;;;;;;;;;;;x
song_of_william2;Song of William;Chanson de Guillaume;Wilhelmslied;;La canción de Guillaume;;;;;;;;;x
song_of_william2_desc;A poetic work based on the martial exploits of Guillaume - Duke of Toulouse - composed centuries after his death.;;;;;;;;;;;;;x
#
#
#
#########TREE
cedar_of_god_sapling;Cedar of God Sapling;;;;;;;;;;;;;x
