themiskyran_amz;Themiskyran;;;;;;;;;;;;x
valkyrie_amz;Valkyrian;;;;;;;;;;;;x
scythian_amz;Scythian;;;;;;;;;;;;x
parthian_amz;Parthian;;;;;;;;;;;;x
kushite_amz;Kushite;;;;;;;;;;;;x
carthaginian_amz;Carthaginian;;;;;;;;;;;;x
etruscan_amz;Etruscan;;;;;;;;;;;;x
pritani_amz;Pritani;;;;;;;;;;;;x
illyrian_amz;Illyrian;;;;;;;;;;;;x

RETTYPE_CUL_THEMISKYRAN_AMZ;Silver Shield;;;;;;;;;;;;x
RETTYPE_CUL_VALKYRIE_AMZ;Folkvangr Guard;;;;;;;;;;;;x
RETTYPE_CUL_SCYTHIAN_AMZ;Steppe Sister;;;;;;;;;;;;x
RETTYPE_CUL_PARTHIAN_AMZ;Cataphract Horse Archer;;;;;;;;;;;;x
RETTYPE_CUL_KUSHITE_AMZ;Shotel Warrior;;;;;;;;;;;;x
RETTYPE_CUL_CARTHAGINIAN_AMZ;African Elephant;;;;;;;;;;;;x
RETTYPE_CUL_ETRUSCAN_AMZ;Etruscan Raider;;;;;;;;;;;;x
RETTYPE_CUL_PRITANI_AMZ;Woad Warrior;;;;;;;;;;;;x
RETTYPE_CUL_ILLYRIAN_AMZ;Illyrian Privateer;;;;;;;;;;;;x
RETTYPE_CUL_IMPERIAL_AMZ;[Root.Culture.GetName] Youth;;;;;;;;;;;;x
RETTYPE_CUL_IMMORTAL_AMZ;Ishtar's Guard;;;;;;;;;;;;x
RETTYPE_CUL_GIANT_AMZ;Giant's Sons;;;;;;;;;;;;x

ca_culture_themiskyran_amz_1_desc;The birthplace of the Themiskyran elite, where the young are trained in the art of war.;;;;;;;;;;;;x
ca_culture_themiskyran_amz_1;Themiskyran Academy;;;;;;;;;;;;x
ca_culture_themiskyran_amz_2;Themiskyran Academy;;;;;;;;;;;;x
ca_culture_themiskyran_amz_3;Themiskyran Academy;;;;;;;;;;;;x
ca_culture_themiskyran_amz_4;Themiskyran Academy;;;;;;;;;;;;x
ca_culture_valkyrie_amz_1_desc;The birthplace of the Valkyrian elite, where the young are trained in the art of war.;;;;;;;;;;;;x
ca_culture_valkyrie_amz_1;Valkyrian Academy;;;;;;;;;;;;x
ca_culture_valkyrie_amz_2;Valkyrian Academy;;;;;;;;;;;;x
ca_culture_valkyrie_amz_3;Valkyrian Academy;;;;;;;;;;;;x
ca_culture_valkyrie_amz_4;Valkyrian Academy;;;;;;;;;;;;x
ca_culture_scythian_amz_1_desc;The birthplace of the Scythian elite, where the young are trained in the art of war.;;;;;;;;;;;;x
ca_culture_scythian_amz_1;Scythian Academy;;;;;;;;;;;;x
ca_culture_scythian_amz_2;Scythian Academy;;;;;;;;;;;;x
ca_culture_scythian_amz_3;Scythian Academy;;;;;;;;;;;;x
ca_culture_scythian_amz_4;Scythian Academy;;;;;;;;;;;;x
ca_culture_parthian_amz_1_desc;The birthplace of the Parthian elite, where the young are trained in the art of war.;;;;;;;;;;;;x
ca_culture_parthian_amz_1;Parthian Academy;;;;;;;;;;;;x
ca_culture_parthian_amz_2;Parthian Academy;;;;;;;;;;;;x
ca_culture_parthian_amz_3;Parthian Academy;;;;;;;;;;;;x
ca_culture_parthian_amz_4;Parthian Academy;;;;;;;;;;;;x
ca_culture_kushite_amz_1_desc;The birthplace of the Kushite elite, where the young are trained in the art of war.;;;;;;;;;;;;x
ca_culture_kushite_amz_1;Kushite Academy;;;;;;;;;;;;x
ca_culture_kushite_amz_2;Kushite Academy;;;;;;;;;;;;x
ca_culture_kushite_amz_3;Kushite Academy;;;;;;;;;;;;x
ca_culture_kushite_amz_4;Kushite Academy;;;;;;;;;;;;x
ca_culture_carthaginian_amz_1_desc;The birthplace of the Carthaginian elite, where the young are trained in the art of war.;;;;;;;;;;;;x
ca_culture_carthaginian_amz_1;Carthaginian Academy;;;;;;;;;;;;x
ca_culture_carthaginian_amz_2;Carthaginian Academy;;;;;;;;;;;;x
ca_culture_carthaginian_amz_3;Carthaginian Academy;;;;;;;;;;;;x
ca_culture_carthaginian_amz_4;Carthaginian Academy;;;;;;;;;;;;x
ca_culture_etruscan_amz_1_desc;The birthplace of the Etruscan elite, where the young are trained in the art of war.;;;;;;;;;;;;x
ca_culture_etruscan_amz_1;Etruscan Academy;;;;;;;;;;;;x
ca_culture_etruscan_amz_2;Etruscan Academy;;;;;;;;;;;;x
ca_culture_etruscan_amz_3;Etruscan Academy;;;;;;;;;;;;x
ca_culture_etruscan_amz_4;Etruscan Academy;;;;;;;;;;;;x
ca_culture_pritani_amz_1_desc;The birthplace of the Pritani elite, where the young are trained in the art of war.;;;;;;;;;;;;x
ca_culture_pritani_amz_1;Pritani Academy;;;;;;;;;;;;x
ca_culture_pritani_amz_2;Pritani Academy;;;;;;;;;;;;x
ca_culture_pritani_amz_3;Pritani Academy;;;;;;;;;;;;x
ca_culture_pritani_amz_4;Pritani Academy;;;;;;;;;;;;x
ca_culture_illyrian_amz_1_desc;The birthplace of the Illyrian elite, where the young are trained in the art of war.;;;;;;;;;;;;x
ca_culture_illyrian_amz_1;Illyrian Academy;;;;;;;;;;;;x
ca_culture_illyrian_amz_2;Illyrian Academy;;;;;;;;;;;;x
ca_culture_illyrian_amz_3;Illyrian Academy;;;;;;;;;;;;x
ca_culture_illyrian_amz_4;Illyrian Academy;;;;;;;;;;;;x

tb_culture_themiskyran_amz_1;Themiskyran Proving Grounds;;;;;;;;;;;;x
tb_culture_themiskyran_amz_2;Themiskyran Proving Grounds;;;;;;;;;;;;x
tb_culture_themiskyran_amz_3;Themiskyran Proving Grounds;;;;;;;;;;;;x
tb_culture_themiskyran_amz_4;Themiskyran Proving Grounds;;;;;;;;;;;;x
tb_culture_valkyrie_amz_1;Valkyrian Proving Grounds;;;;;;;;;;;;x
tb_culture_valkyrie_amz_2;Valkyrian Proving Grounds;;;;;;;;;;;;x
tb_culture_valkyrie_amz_3;Valkyrian Proving Grounds;;;;;;;;;;;;x
tb_culture_valkyrie_amz_4;Valkyrian Proving Grounds;;;;;;;;;;;;x
tb_culture_scythian_amz_1;Scythian Proving Grounds;;;;;;;;;;;;x
tb_culture_scythian_amz_2;Scythian Proving Grounds;;;;;;;;;;;;x
tb_culture_scythian_amz_3;Scythian Proving Grounds;;;;;;;;;;;;x
tb_culture_scythian_amz_4;Scythian Proving Grounds;;;;;;;;;;;;x
tb_culture_parthian_amz_1;Parthian Proving Grounds;;;;;;;;;;;;x
tb_culture_parthian_amz_2;Parthian Proving Grounds;;;;;;;;;;;;x
tb_culture_parthian_amz_3;Parthian Proving Grounds;;;;;;;;;;;;x
tb_culture_parthian_amz_4;Parthian Proving Grounds;;;;;;;;;;;;x
tb_culture_kushite_amz_1;Kushite Proving Grounds;;;;;;;;;;;;x
tb_culture_kushite_amz_2;Kushite Proving Grounds;;;;;;;;;;;;x
tb_culture_kushite_amz_3;Kushite Proving Grounds;;;;;;;;;;;;x
tb_culture_kushite_amz_4;Kushite Proving Grounds;;;;;;;;;;;;x
tb_culture_carthaginian_amz_1;Carthaginian Proving Grounds;;;;;;;;;;;;x
tb_culture_carthaginian_amz_2;Carthaginian Proving Grounds;;;;;;;;;;;;x
tb_culture_carthaginian_amz_3;Carthaginian Proving Grounds;;;;;;;;;;;;x
tb_culture_carthaginian_amz_4;Carthaginian Proving Grounds;;;;;;;;;;;;x
tb_culture_etruscan_amz_1;Etruscan Proving Grounds;;;;;;;;;;;;x
tb_culture_etruscan_amz_2;Etruscan Proving Grounds;;;;;;;;;;;;x
tb_culture_etruscan_amz_3;Etruscan Proving Grounds;;;;;;;;;;;;x
tb_culture_etruscan_amz_4;Etruscan Proving Grounds;;;;;;;;;;;;x
tb_culture_pritani_amz_1;Pritani Proving Grounds;;;;;;;;;;;;x
tb_culture_pritani_amz_2;Pritani Proving Grounds;;;;;;;;;;;;x
tb_culture_pritani_amz_3;Pritani Proving Grounds;;;;;;;;;;;;x
tb_culture_pritani_amz_4;Pritani Proving Grounds;;;;;;;;;;;;x
tb_culture_illyrian_amz_1;Illyrian Proving Grounds;;;;;;;;;;;;x
tb_culture_illyrian_amz_2;Illyrian Proving Grounds;;;;;;;;;;;;x
tb_culture_illyrian_amz_3;Illyrian Proving Grounds;;;;;;;;;;;;x
tb_culture_illyrian_amz_4;Illyrian Proving Grounds;;;;;;;;;;;;x

adopt_themiskyran_culture;Declare Themiskyran State;;;;;;;;;;;;x
adopt_valkyrie_culture;Declare Valkyrian State;;;;;;;;;;;;x
adopt_scythian_culture;Declare Scythian State;;;;;;;;;;;;x
adopt_parthian_culture;Declare Parthian State;;;;;;;;;;;;x
adopt_kushite_culture;Declare Kushite State;;;;;;;;;;;;x
adopt_carthaginian_culture;Declare Carthaginian State;;;;;;;;;;;;x
adopt_etruscan_culture;Declare Etruscan State;;;;;;;;;;;;x
adopt_pritani_culture;Declare Pritani State;;;;;;;;;;;;x
adopt_illyrian_culture;Declare Illyrian State;;;;;;;;;;;;x
adopt_themiskyran_culture_desc;Endeavour to establish your reign as a Themiskyran queen, slayer of kings and commoners alike.;;;;;;;;;;;;x
adopt_valkyrie_culture_desc;Endeavour to establish your reign as a Valkyrian queen, slayer of kings and commoners alike.;;;;;;;;;;;;x
adopt_scythian_culture_desc;Endeavour to establish your reign as a Scythian queen, slayer of kings and commoners alike.;;;;;;;;;;;;x
adopt_parthian_culture_desc;Endeavour to establish your reign as a Parthian queen, slayer of kings and commoners alike.;;;;;;;;;;;;x
adopt_kushite_culture_desc;Endeavour to establish your reign as a Kushite queen, slayer of kings and commoners alike.;;;;;;;;;;;;x
adopt_carthaginian_culture_desc;Endeavour to establish your reign as a Carthaginian queen, slayer of kings and commoners alike.;;;;;;;;;;;;x
adopt_etruscan_culture_desc;Endeavour to establish your reign as an Etruscan queen, slayer of kings and commoners alike.;;;;;;;;;;;;x
adopt_pritani_culture_desc;Endeavour to establish your reign as a Pritani queen, slayer of kings and commoners alike.;;;;;;;;;;;;x
adopt_illyrian_culture_desc;Endeavour to establish your reign as an Illyrian queen, slayer of kings and commoners alike.;;;;;;;;;;;;x

EVTTITLAmzCul.101;Rise of the Amazons?;;;;;;;;;;;;x
EVTDESCAmzCul.101;Fortune favours the bold, and what bolder course of action could one individual take than to radically upend the social order?\n With the rulership under feminine control, the opportunity presents itself to make this unlikely situation a more permanent arrangement. To have this opportunity pass me by - to deny myself and my sisters of purpose and power - would be to squander what might be the only chance to enact real change. \nRome wasn't built in a day, nor should I expect such sweeping reforms to be embraced immediately. Only once I have gathered enough support among my people will we truly witness the fruits of this monumental labour...;;;;;;;;;;;;x
EVTOPTAAmzCul.101;We shall be silent no more.;;;;;;;;;;;;x
realm_character_amz_pctg_tooltip;Only after gaining the support of one third of my population will we have stability.;;;;;;;;;;;;x
EVTOPTBAmzCul.101;The time is not right.;;;;;;;;;;;;x
EVTTITLAmzCul.10199;The [Root.Culture.GetName] Ascendance;;;;;;;;;;;;x
EVTDESCAmzCul.10199;The Age of Kings is at an end. \nAs droves of new citizens flock to the capital, [Root.Culture.GetName] norms take firm root in the nation's heart. Our military reforms have seen an increase in potential recruits with a unique ethos favourable to the [Root.Culture.GetName] cause, and a number of vassals have already instituted the reforms I put forward at the outset of this endeavour. \n\nWe are stable, for now, but will such an achievement be viewed merely as a fleeting experiment in rulership... or as the prelude to greatness?;;;;;;;;;;;;x
EVTOPTAAmzCul.10199;Now and always, [Root.Culture.GetName]!;;;;;;;;;;;;x
EVTOPTAAmzCul.10299;lose the modifier, failed effort for whatever reason;;;;;;;;;;;;x

adopt_amazonian_culture_liege;Adopt Liege's Culture;;;;;;;;;;;;x
adopt_amazonian_culture_liege_desc;Follow my liege and join the ranks of the Amazons.;;;;;;;;;;;;x
EVTDESCAmzCul.102;Perhaps it is indeed time for change. Progess was never made by sitting on one's hands.;;;;;;;;;;;;x
EVTOPTAAmzCul.102;It's for a good cause.;;;;;;;;;;;;x
EVTDESCAmzCul.103;I've just received word that my liege, [FromFrom.GetTitledFirstName], has instituted a series of new political reforms, apparently in homage to a more 'enlightened' time. \nAmong other things, she is now referring to herself as [FromFrom.Culture.GetName].;;;;;;;;;;;;x
EVTOPTAAmzCul.103;How strange.;;;;;;;;;;;;x
EVTOPTBAmzCul.103;Interesting.;;;;;;;;;;;;x

invite_amz_suitor;Invite Suitor;;;;;;;;;;;;x
invite_amz_suitor_desc;Issue a challenge in the traditional Amazonian style. Whoever manages to defeat you in a fair duel will also win the right to share your bed for a night.;;;;;;;;;;;;x
EVTDESCAmzCul.120;A mysterious man answers my challenge, swaggering into court with a confident stride. He introduces himself as [invited_suitor.GetDynName], a traveller and vagabond from a distant land in search of adventure. He casually claims to have slain many men, bedded countless women, and sired innumerable bastards throughout his life. Hearing of my challenge, he says he jumped at the opportunity to claim an Amazonian [Root.GetTitle] as his most recent conquest. \nI look him up and down, studying him carefully. Could I beat him in a fight? Would I be willing to let him bed me if he emerges victorious?;;;;;;;;;;;;x
EVTOPTAAmzCul.120;"We'll see who conquers whom, vagrant.";;;;;;;;;;;;x
EVTOPTBAmzCul.120;"I'm sorry. You're not quite what I had in mind.";;;;;;;;;;;;x
accept_suitor_challenge_tt;Accept him as a challenger.;;;;;;;;;;;;x
deny_suitor_challenge_tt;Turn him away.;;;;;;;;;;;;x
EVTDESCAmzCul.121;Our match begins anon. I lead [invited_suitor.GetFirstName] to a secluded area where a waiting servant offers me a sword. "First blood?" I ask my challenger, inquiring as to the nature of our duel. \n"Until disarmed, I think," [invited_suitor.GetFirstName] grins lecherously. "I wouldn't wish to damage such fine meat." \nI ignore the comment for now and take my place opposite him. He draws his own sword, slow and deliberate, his attentive gaze never leaving me for one second. \nAll this attention gives me an idea. The man is clearly fascinated by what he sees. Perhaps I could use this to my advantage.;;;;;;;;;;;;x
EVTOPTAAmzCul.121;"Don't worry, [invited_suitor.GetFirstName]. You won't.";;;;;;;;;;;;x
EVTOPTBAmzCul.121;Do something scandalous. Flash your ankle.;;;;;;;;;;;;x
EVTDESCAmzCul.122;I close the distance between us in an instant. As he brings his weapon up to block me, I dart left to right to left again before striking with an overhead attack. My blade cuts only air as [invited_suitor.GetFirstName] evades my strike. But rather than counterattack, he slaps me on the backside with the flat of his sword! Enraged, I lunge for his neck with a wide swing only for him to swat my blade away. I struggle to maintain my grip. \n"Careful, [Root.GetTitle]," [invited_suitor.GetFirstName] teases. "Looks like you might have a case of the butterfingers." \nWithout realising, the fool has left himself open to attack.;;;;;;;;;;;;x
EVTOPTAAmzCul.122;Quickly punch him in the face.;;;;;;;;;;;;x
EVTOPTBAmzCul.122;Seductively suck on your finger. "Is this better?";;;;;;;;;;;;x
EVTDESCAmzCul.123;[invited_suitor.GetFirstName]'s sudden nosebleed catches him by surprise. I take advantage of this distraction and attack. Not fast enough, it seems, as my challenger brings his sword up to meet mine. Our blades sing with a clash of steel and fill the air with the buzz of anticipation, waiting for a winner to emerge victorious. This man clearly wasn't lying about his prowess with a weapon. He's a skilled duelist for sure, but whether he's better than an Amazonian [Root.GetTitle] remains to be seen. \n"You're working up quite the sweat, [Root.GetFirstName]," he remarks. "Do let me know if you wish to submit.";;;;;;;;;;;;x
EVTOPTAAmzCul.123;"I submit before no man!";;;;;;;;;;;;x
EVTOPTBAmzCul.123;"Women like me prefer to be on top.";;;;;;;;;;;;x
EVTDESCAmzCul.124;Calculating winner;;;;;;;;;;;;x
EVTOPTAAmzCul.124;victory, as strong or stronger than the challenger;;;;;;;;;;;;x
EVTOPTBAmzCul.124;defeat, weaker the the challenger;;;;;;;;;;;;x
EVTDESCAmzCul.125a;Ducking low beneath his swing, I ram my shoulder into [invited_suitor.GetFirstName]'s centre of mass and knock him to the ground. I place my blade against his throat before he can get back up. \n\nReluctantly, as the reality of his situation settles in, my challenger tosses aside his sword. He smiles, throws his hands up in surrender, and accepts his defeat. "I am yours to command, Amazonian.";;;;;;;;;;;;x
EVTDESCAmzCul.125b;Countering his swing with a devious backhand, I manage to leap behind him before kicking in his knees. [invited_suitor.GetFirstName] drops to the ground as I slide my sword under his chin. "Drop it!" I growl. \n\nHesitating longer than I'd like, he eventually releases his grip on his sword and tosses it to the side. "I am yours to command, Amazonian.";;;;;;;;;;;;x
