#ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
custom_burgundy;Burgundy;;;;;;;;;x
custom_tuscany;Tuscany;;;;;;;;;x
custom_genoa;Genoa;;;;;;;;;x
custom_sicily;Sicily;;;;;;;;;x
custom_venice;Venice;;;;;;;;;x
custom_naples;Naples;;;;;;;;;x
custom_susa;Susa;;;;;;;;;x
custom_ferrara;Ferrara;;;;;;;;;x
custom_sardinia;Sardinia;;;;;;;;;x
custom_ancona;Ancona;;;;;;;;;x
custom_aragon;Aragon;;;;;;;;;x
custom_galicia;Galicia;;;;;;;;;x
custom_leon;Leon;;;;;;;;;x
custom_lombardy;Lombardy;;;;;;;;;x
custom_gascogne;Gascogne;;;;;;;;;x
custom_silesia;Silesia;;;;;;;;;x
