#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#"[house_motto_custom_01_modifier_placeholder.GetFirstName]"
house_motto_custom_01;House Motto;;;;;;;;;x
house_motto_custom_01_modifier;"[house_motto_custom_01_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_02;House Motto;;;;;;;;;x
house_motto_custom_02_modifier;"[house_motto_custom_02_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_03;House Motto;;;;;;;;;x
house_motto_custom_03_modifier;"[house_motto_custom_03_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_04;House Motto;;;;;;;;;x
house_motto_custom_04_modifier;"[house_motto_custom_04_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_05;House Motto;;;;;;;;;x
house_motto_custom_05_modifier;"[house_motto_custom_05_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_06;House Motto;;;;;;;;;x
house_motto_custom_06_modifier;"[house_motto_custom_06_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_07;House Motto;;;;;;;;;x
house_motto_custom_07_modifier;"[house_motto_custom_07_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_08;House Motto;;;;;;;;;x
house_motto_custom_08_modifier;"[house_motto_custom_08_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_09;House Motto;;;;;;;;;x
house_motto_custom_09_modifier;"[house_motto_custom_09_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_10;House Motto;;;;;;;;;x
house_motto_custom_10_modifier;"[house_motto_custom_10_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_11;House Motto;;;;;;;;;x
house_motto_custom_11_modifier;"[house_motto_custom_11_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_12;House Motto;;;;;;;;;x
house_motto_custom_12_modifier;"[house_motto_custom_12_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_13;House Motto;;;;;;;;;x
house_motto_custom_13_modifier;"[house_motto_custom_13_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_14;House Motto;;;;;;;;;x
house_motto_custom_14_modifier;"[house_motto_custom_14_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_15;House Motto;;;;;;;;;x
house_motto_custom_15_modifier;"[house_motto_custom_15_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_16;House Motto;;;;;;;;;x
house_motto_custom_16_modifier;"[house_motto_custom_16_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_17;House Motto;;;;;;;;;x
house_motto_custom_17_modifier;"[house_motto_custom_17_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_18;House Motto;;;;;;;;;x
house_motto_custom_18_modifier;"[house_motto_custom_18_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_19;House Motto;;;;;;;;;x
house_motto_custom_19_modifier;"[house_motto_custom_19_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_20;House Motto;;;;;;;;;x
house_motto_custom_20_modifier;"[house_motto_custom_20_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_21;House Motto;;;;;;;;;x
house_motto_custom_21_modifier;"[house_motto_custom_21_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_22;House Motto;;;;;;;;;x
house_motto_custom_22_modifier;"[house_motto_custom_22_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_23;House Motto;;;;;;;;;x
house_motto_custom_23_modifier;"[house_motto_custom_23_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_24;House Motto;;;;;;;;;x
house_motto_custom_24_modifier;"[house_motto_custom_24_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_25;House Motto;;;;;;;;;x
house_motto_custom_25_modifier;"[house_motto_custom_25_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_26;House Motto;;;;;;;;;x
house_motto_custom_26_modifier;"[house_motto_custom_26_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_27;House Motto;;;;;;;;;x
house_motto_custom_27_modifier;"[house_motto_custom_27_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_28;House Motto;;;;;;;;;x
house_motto_custom_28_modifier;"[house_motto_custom_28_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_29;House Motto;;;;;;;;;x
house_motto_custom_29_modifier;"[house_motto_custom_29_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_30;House Motto;;;;;;;;;x
house_motto_custom_30_modifier;"[house_motto_custom_30_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_31;House Motto;;;;;;;;;x
house_motto_custom_31_modifier;"[house_motto_custom_31_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_32;House Motto;;;;;;;;;x
house_motto_custom_32_modifier;"[house_motto_custom_32_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_33;House Motto;;;;;;;;;x
house_motto_custom_33_modifier;"[house_motto_custom_33_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_34;House Motto;;;;;;;;;x
house_motto_custom_34_modifier;"[house_motto_custom_34_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_35;House Motto;;;;;;;;;x
house_motto_custom_35_modifier;"[house_motto_custom_35_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_36;House Motto;;;;;;;;;x
house_motto_custom_36_modifier;"[house_motto_custom_36_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_37;House Motto;;;;;;;;;x
house_motto_custom_37_modifier;"[house_motto_custom_37_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_38;House Motto;;;;;;;;;x
house_motto_custom_38_modifier;"[house_motto_custom_38_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_39;House Motto;;;;;;;;;x
house_motto_custom_39_modifier;"[house_motto_custom_39_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_40;House Motto;;;;;;;;;x
house_motto_custom_40_modifier;"[house_motto_custom_40_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_41;House Motto;;;;;;;;;x
house_motto_custom_41_modifier;"[house_motto_custom_41_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_42;House Motto;;;;;;;;;x
house_motto_custom_42_modifier;"[house_motto_custom_42_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_43;House Motto;;;;;;;;;x
house_motto_custom_43_modifier;"[house_motto_custom_43_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_44;House Motto;;;;;;;;;x
house_motto_custom_44_modifier;"[house_motto_custom_44_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_45;House Motto;;;;;;;;;x
house_motto_custom_45_modifier;"[house_motto_custom_45_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_46;House Motto;;;;;;;;;x
house_motto_custom_46_modifier;"[house_motto_custom_46_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_47;House Motto;;;;;;;;;x
house_motto_custom_47_modifier;"[house_motto_custom_47_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_48;House Motto;;;;;;;;;x
house_motto_custom_48_modifier;"[house_motto_custom_48_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_49;House Motto;;;;;;;;;x
house_motto_custom_49_modifier;"[house_motto_custom_49_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_50;House Motto;;;;;;;;;x
house_motto_custom_50_modifier;"[house_motto_custom_50_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_51;House Motto;;;;;;;;;x
house_motto_custom_51_modifier;"[house_motto_custom_51_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_52;House Motto;;;;;;;;;x
house_motto_custom_52_modifier;"[house_motto_custom_52_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_53;House Motto;;;;;;;;;x
house_motto_custom_53_modifier;"[house_motto_custom_53_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_54;House Motto;;;;;;;;;x
house_motto_custom_54_modifier;"[house_motto_custom_54_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_55;House Motto;;;;;;;;;x
house_motto_custom_55_modifier;"[house_motto_custom_55_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_56;House Motto;;;;;;;;;x
house_motto_custom_56_modifier;"[house_motto_custom_56_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_57;House Motto;;;;;;;;;x
house_motto_custom_57_modifier;"[house_motto_custom_57_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_58;House Motto;;;;;;;;;x
house_motto_custom_58_modifier;"[house_motto_custom_58_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_59;House Motto;;;;;;;;;x
house_motto_custom_59_modifier;"[house_motto_custom_59_modifier_placeholder.GetFirstName]";;;;;;;;;x
house_motto_custom_60;House Motto;;;;;;;;;x
